user,ROI,sen2,cloud_per,cloud_coverage,label_type,difficulty,proj_centroid
CESAR,ROI_7054,20190301T075849_20190301T082637_T35JLJ,0.0,cloud-free,nolabel,1,POINT (25.69752 -28.40714)
CESAR,ROI_7055,20190301T075849_20190301T082637_T35JMJ,0.0,cloud-free,nolabel,1,POINT (26.4577 -28.67541)
CESAR,ROI_7056,20190204T080121_20190204T081937_T35JMJ,0.0,cloud-free,nolabel,1,POINT (26.70276 -28.40574)
CESAR,ROI_7057,20190112T075301_20190112T081438_T35JMJ,0.0,cloud-free,nolabel,1,POINT (26.83662 -28.52927)
JHOMIRA,ROI_7058,20190515T075611_20190515T082020_T35JMJ,0.0,cloud-free,scribble,NA,POINT (26.76582 -28.83479)
CESAR,ROI_7060,20190522T074621_20190522T081148_T35JNJ,0.0,cloud-free,nolabel,1,POINT (27.9843 -28.36342)
CESAR,ROI_7061,20190711T074621_20190711T080806_T35JNJ,0.0,cloud-free,nolabel,1,POINT (27.41789 -28.34846)
CESAR,ROI_7062,20190512T074621_20190512T081148_T35JNK,0.0,cloud-free,nolabel,1,POINT (27.91345 -27.87901)
LISSETTE,ROI_7063,20181226T080331_20181226T082041_T35JNK,0.0,cloud-free,high,NA,POINT (27.41423 -27.47283)
CESAR,ROI_7064,20190112T075301_20190112T081438_T35JNH,0.0,cloud-free,nolabel,1,POINT (27.44033 -29.6565)
CESAR,ROI_7065,20190721T074621_20190721T080458_T35JNH,0.0,cloud-free,nolabel,1,POINT (27.66763 -29.24293)
CESAR,ROI_7066,20190112T075301_20190112T081438_T35JMH,0.0,cloud-free,nolabel,1,POINT (26.83285 -29.66769)
CESAR,ROI_7067,20181231T080329_20181231T082204_T35JMH,0.0,cloud-free,nolabel,1,POINT (26.74343 -29.18703)
CESAR,ROI_7068,20190302T081841_20190302T084648_T34JDS,0.0,cloud-free,nolabel,1,POINT (20.72509 -25.72876)
JHOMIRA,ROI_7069,20190111T082311_20190111T083838_T34JFT,0.0,cloud-free,scribble,NA,POINT (22.58092 -24.72639)
LISSETTE,ROI_7070,20190615T081609_20190615T083749_T34KEU,0.0,cloud-free,high,NA,POINT (21.79599 -23.9972)
CESAR,ROI_7071,20190126T082219_20190126T083753_T34KEU,0.0,cloud-free,nolabel,1,POINT (21.51438 -23.66159)
LISSETTE,ROI_7072,20190725T081609_20190725T084622_T34KEU,0.0,cloud-free,high,NA,POINT (21.79084 -23.69917)
CESAR,ROI_7074,20190901T082601_20190901T085555_T34KDU,0.0,cloud-free,nolabel,1,POINT (20.64767 -23.78768)
CESAR,ROI_7075,20190325T082601_20190325T084935_T34KCU,0.0,cloud-free,nolabel,1,POINT (19.71612 -24.11571)
CESAR,ROI_7076,20200114T083219_20200114T085649_T34KCU,0.0,cloud-free,nolabel,1,POINT (19.38581 -23.65169)
CESAR,ROI_7077,20190723T082611_20190723T084746_T34KCU,0.0,cloud-free,nolabel,1,POINT (19.79986 -23.84971)
JHOMIRA,ROI_7079,20190109T083329_20190109T084951_T33KZQ,0.0,cloud-free,scribble,NA,POINT (18.3764 -23.23113)
CESAR,ROI_7080,20190512T083609_20190512T090127_T33KYQ,0.0,cloud-free,nolabel,1,POINT (17.58272 -22.86588)
CESAR,ROI_7081,20190711T083609_20190711T085719_T33KYR,0.0,cloud-free,nolabel,1,POINT (17.41676 -22.1019)
JHOMIRA,ROI_7082,20190112T084319_20190112T085828_T33KYR,0.0,cloud-free,scribble,NA,POINT (17.69263 -22.03304)
CESAR,ROI_7083,20190427T083601_20190427T090252_T33KYR,0.0,cloud-free,nolabel,1,POINT (17.41871 -22.48576)
JHOMIRA,ROI_7085,20190901T082601_20190901T085555_T34KDB,0.0,cloud-free,scribble,NA,POINT (20.65333 -21.01751)
CESAR,ROI_7086,20190929T083729_20190929T090354_T34KBC,0.0,cloud-free,nolabel,1,POINT (18.45465 -20.48091)
CESAR,ROI_7087,20181224T081339_20181224T082803_T34KGV,0.0,cloud-free,nolabel,1,POINT (23.50776 -23.16399)
JHOMIRA,ROI_7088,20190622T080619_20190622T082829_T34KHA,0.0,cloud-free,scribble,NA,POINT (24.58104 -22.22487)
CESAR,ROI_7089,20190319T080641_20190319T083332_T35KKS,0.0,cloud-free,nolabel,1,POINT (24.52142 -21.22618)
CESAR,ROI_7090,20190725T081609_20190725T084528_T34KFC,0.0,cloud-free,nolabel,1,POINT (22.524 -20.36171)
CESAR,ROI_7091,20190416T081609_20190416T083446_T34KFD,0.0,cloud-free,nolabel,1,POINT (22.49422 -19.57173)
CESAR,ROI_7092,20190121T082241_20190121T084319_T34KFE,0.0,cloud-free,nolabel,1,POINT (22.56872 -18.69219)
CESAR,ROI_7093,20190707T080611_20190707T082728_T35KMV,0.0,cloud-free,nolabel,1,POINT (26.3996 -18.4835)
JHOMIRA,ROI_7094,20190224T075921_20190224T081537_T35KNU,0.0,cloud-free,scribble,NA,POINT (27.42814 -19.46734)
CESAR,ROI_7095,20190611T074611_20190611T080836_T35KQU,0.0,cloud-free,nolabel,1,POINT (29.21312 -19.60887)
CESAR,ROI_7096,20200226T074901_20200226T080448_T35KQV,0.0,cloud-free,nolabel,1,POINT (29.44038 -18.63627)
LISSETTE,ROI_7097,20190522T074621_20190522T081148_T35KRV,0.0,cloud-free,high,NA,POINT (30.61049 -18.59533)
JHOMIRA,ROI_7098,20181220T074321_20181220T080133_T36KUD,0.0,cloud-free,scribble,NA,POINT (31.87008 -19.69844)
LISSETTE,ROI_7099,20190109T074301_20190109T080116_T36KUC,0.0,cloud-free,high,NA,POINT (31.73592 -20.25356)
CESAR,ROI_7100,20190404T073619_20190404T080232_T36KVE,0.0,cloud-free,nolabel,1,POINT (32.60038 -18.57667)
CESAR,ROI_7101,20190522T074621_20190522T081148_T36KUF,0.0,cloud-free,nolabel,1,POINT (31.72469 -17.73816)
CESAR,ROI_7102,20190427T074619_20190427T080330_T36KUG,0.0,cloud-free,nolabel,1,POINT (31.73588 -16.90353)
CESAR,ROI_7103,20190613T073619_20190613T075950_T36KVG,0.0,cloud-free,nolabel,1,POINT (32.7048 -16.73954)
CESAR,ROI_7104,20190711T074621_20190711T080806_T36LUH,0.0,cloud-free,nolabel,1,POINT (31.45269 -15.83021)
CESAR,ROI_7105,20200401T074609_20200401T081253_T36LUH,0.0,cloud-free,nolabel,1,POINT (31.9036 -15.75197)
CESAR,ROI_7106,20190402T074611_20190402T080856_T36LUJ,0.0,cloud-free,nolabel,1,POINT (31.86627 -15.1334)
CESAR,ROI_7107,20200526T074621_20200526T080832_T36LVJ,0.0,cloud-free,nolabel,1,POINT (32.51472 -14.90608)
CESAR,ROI_7108,20190723T073619_20190723T075433_T36LWJ,0.0,cloud-free,nolabel,1,POINT (33.68112 -14.798)
CESAR,ROI_7109,20190509T073621_20190509T075509_T36LWK,0.0,cloud-free,nolabel,1,POINT (33.37933 -14.2204)
JHOMIRA,ROI_7110,20190601T074611_20190601T080825_T36LVK,0.0,cloud-free,scribble,NA,POINT (32.5036 -13.83664)
CESAR,ROI_7111,20190601T074611_20190601T080825_T36LUK,0.0,cloud-free,nolabel,1,POINT (31.66877 -13.9148)
CESAR,ROI_7112,20190226T074859_20190226T081205_T36LUJ,0.0,cloud-free,nolabel,1,POINT (31.49369 -14.89486)
CESAR,ROI_7113,20200526T074621_20200526T080832_T36LUL,0.0,cloud-free,nolabel,1,POINT (31.91099 -13.24028)
JHOMIRA,ROI_7114,20190313T074711_20190313T080640_T36LUL,0.0,cloud-free,scribble,NA,POINT (31.9138 -13.00179)
CESAR,ROI_7115,20190731T074621_20190731T080415_T36LUL,0.0,cloud-free,nolabel,1,POINT (31.48724 -13.37264)
CESAR,ROI_7116,20190515T075611_20190515T082020_T35LQF,0.0,cloud-free,nolabel,1,POINT (29.1991 -13.37257)
JHOMIRA,ROI_7117,20190731T074621_20190731T080415_T36LUM,0.0,cloud-free,scribble,NA,POINT (31.76288 -12.38877)
CESAR,ROI_7118,20190606T074619_20190606T080526_T36LVM,0.0,cloud-free,nolabel,1,POINT (32.5902 -12.27697)
CESAR,ROI_7119,20200730T074619_20200730T080630_T36LVN,0.0,cloud-free,nolabel,1,POINT (32.73931 -11.54663)
JHOMIRA,ROI_7120,20191024T074959_20191024T080907_T36LVP,0.0,cloud-free,scribble,NA,POINT (32.56784 -10.52557)
CESAR,ROI_7121,20190601T074611_20190601T080825_T36LVQ,0.0,cloud-free,nolabel,1,POINT (32.54546 -9.675923)
CESAR,ROI_7122,20190626T074619_20190626T080334_T36LVQ,0.0,cloud-free,nolabel,1,POINT (32.87337 -9.333131)
LISSETTE,ROI_7123,20190417T074619_20190417T081016_T36LVR,0.0,cloud-free,high,NA,POINT (32.47844 -8.826268)
CESAR,ROI_7125,20200619T072621_20200619T075252_T37LCJ,0.0,cloud-free,nolabel,1,POINT (37.65821 -10.6299)
JHOMIRA,ROI_7127,20200525T072619_20200525T074556_T37LDL,0.0,cloud-free,scribble,NA,POINT (38.5675 -8.632457)
JHOMIRA,ROI_7128,20190811T071621_20190811T073552_T37LFJ,0.0,cloud-free,scribble,NA,POINT (40.53512 -10.67088)
JHOMIRA,ROI_7129,20200626T071621_20200626T073236_T37LFJ,0.0,cloud-free,scribble,NA,POINT (40.3003 -10.30203)
CESAR,ROI_7130,20190319T071729_20190319T073653_T37LEK,0.0,cloud-free,nolabel,1,POINT (39.75634 -9.754164)
CESAR,ROI_7131,20200626T071621_20200626T073236_T37LEL,0.0,cloud-free,nolabel,1,POINT (39.47678 -8.863592)
TONY,ROI_7135,20190707T085609_20190707T091254_T33LWJ,0.0,cloud-free,high,NA,POINT (15.31407 -10.51811)
CESAR,ROI_7136,20190418T085559_20190418T091740_T33LWJ,0.0,cloud-free,nolabel,1,POINT (15.53031 -10.36164)
CESAR,ROI_7137,20190202T090201_20190202T091427_T33LVK,0.0,cloud-free,nolabel,1,POINT (14.70302 -9.623817)
JHOMIRA,ROI_7138,20190801T085601_20190801T091543_T33LVJ,0.0,cloud-free,scribble,NA,POINT (14.57634 -10.52558)
JHOMIRA,ROI_7139,20190526T090601_20190526T093217_T33LUJ,0.0,cloud-free,scribble,NA,POINT (13.84591 -10.68951)
LISSETTE,ROI_7141,20190610T090559_20190610T092906_T33LUL,0.0,cloud-free,high,NA,POINT (13.45094 -8.844864)
CESAR,ROI_7142,20200719T090601_20200719T092922_T33LUL,0.0,cloud-free,nolabel,1,POINT (13.67446 -8.572897)
CESAR,ROI_7143,20200220T091011_20200220T093220_T33MUM,0.0,cloud-free,nolabel,1,POINT (13.7863 -7.570515)
CESAR,ROI_7144,20191129T090321_20191129T091746_T33MVM,0.0,cloud-free,nolabel,1,POINT (14.62852 -7.920841)
JHOMIRA,ROI_7145,20191129T090321_20191129T091746_T33MVM,0.0,cloud-free,scribble,NA,POINT (14.77379 -7.540668)
CESAR,ROI_7146,20200220T091011_20200220T093220_T33MUN,0.0,cloud-free,nolabel,1,POINT (13.84592 -7.045037)
CESAR,ROI_7147,20200220T091011_20200220T091348_T33MUN,0.0,cloud-free,nolabel,1,POINT (13.63718 -6.560555)
LISSETTE,ROI_7148,20200220T091011_20200220T091348_T33MVP,0.0,cloud-free,high,NA,POINT (14.49059 -6.020211)
CESAR,ROI_7149,20190403T090021_20190403T091412_T33MWQ,0.0,cloud-free,nolabel,1,POINT (15.30669 -5.245094)
CESAR,ROI_7151,20200621T085559_20200621T091552_T33MYQ,0.0,cloud-free,nolabel,1,POINT (17.26681 -4.988042)
LISSETTE,ROI_7153,20200128T090221_20200128T091740_T33MXU,0.0,cloud-free,high,NA,POINT (16.34636 -1.417996)
CESAR,ROI_7155,20200128T090221_20200128T091740_T33NXA,0.0,cloud-free,nolabel,1,POINT (16.44328 0.3557624)
CESAR,ROI_7161,20191222T091401_20191222T092435_T33NWD,0.0,cloud-free,nolabel,1,POINT (15.60303 2.951269)
CESAR,ROI_7163,20190321T084631_20190321T090923_T34NDG,0.0,cloud-free,nolabel,1,POINT (20.69344 1.248283)
CESAR,ROI_7164,20190326T084609_20190326T090122_T34NDF,0.0,cloud-free,nolabel,1,POINT (20.46982 0.4322167)
CESAR,ROI_7165,20191231T085259_20191231T090759_T34NCF,0.0,cloud-free,nolabel,1,POINT (19.41137 0.2980388)
JHOMIRA,ROI_7166,20191231T085259_20191231T090759_T34NCG,0.0,cloud-free,scribble,NA,POINT (19.77658 1.244578)
CESAR,ROI_7167,20190507T083601_20190507T085746_T34NGG,0.0,cloud-free,nolabel,1,POINT (23.40814 1.10862)
CESAR,ROI_7170,20190308T083811_20190308T085228_T34NGK,0.0,cloud-free,nolabel,1,POINT (23.26654 3.828878)
CESAR,ROI_7171,20200122T084241_20200122T085337_T34NGJ,0.0,cloud-free,nolabel,1,POINT (23.46766 3.32207)
CESAR,ROI_7172,20190514T082611_20190514T085411_T34KEF,0.0,cloud-free,nolabel,1,POINT (21.41072 -17.65058)
CESAR,ROI_7173,20190713T082611_20190713T085444_T34KEG,0.0,cloud-free,nolabel,1,POINT (21.45538 -16.75633)
LISSETTE,ROI_7174,20190404T083111_20190404T085416_T34LEH,0.0,cloud-free,high,NA,POINT (21.4405 -15.98119)
CESAR,ROI_7175,20200727T082611_20200727T085007_T34LEJ,0.0,cloud-free,nolabel,1,POINT (21.44051 -14.92281)
CESAR,ROI_7176,20190330T082609_20190330T085203_T34LEK,0.0,cloud-free,nolabel,1,POINT (21.39582 -13.99867)
CESAR,ROI_7177,20190728T082609_20190728T085303_T34LEL,0.0,cloud-free,nolabel,1,POINT (21.58959 -13.16389)
TONY,ROI_7179,20190623T082611_20190623T085251_T34LFM,0.0,cloud-free,high,NA,POINT (22.45414 -12.16521)
LISSETTE,ROI_7181,20200406T083559_20200406T085924_T34LEP,0.0,cloud-free,high,NA,POINT (21.4256 -10.40629)
JHOMIRA,ROI_7182,20200329T082601_20200329T084147_T34LFQ,0.0,cloud-free,scribble,NA,POINT (22.34982 -9.482235)
JHOMIRA,ROI_7183,20190701T083609_20190701T085823_T34LCQ,0.0,cloud-free,scribble,NA,POINT (19.63688 -9.437423)
CESAR,ROI_7184,20190612T085601_20190612T091947_T33KUA,0.0,cloud-free,nolabel,1,POINT (13.5254 -17.60221)
JHOMIRA,ROI_7185,20200621T085559_20200621T091552_T33KUV,0.0,cloud-free,scribble,NA,POINT (13.7639 -18.48169)
CESAR,ROI_7186,20190513T085601_20190513T091253_T33KVB,0.0,cloud-free,nolabel,1,POINT (14.6285 -16.75261)
JHOMIRA,ROI_7188,20190607T085609_20190607T092158_T33LUC,0.0,cloud-free,scribble,NA,POINT (13.74903 -15.76876)
CESAR,ROI_7190,20200616T085601_20200616T091334_T33LUE,0.0,cloud-free,nolabel,1,POINT (13.74901 -14.08436)
JHOMIRA,ROI_7191,20190415T084609_20190415T091130_T33LXC,0.0,cloud-free,scribble,NA,POINT (16.44696 -15.8582)
CESAR,ROI_7192,20190719T084601_20190719T091318_T33LXE,0.0,cloud-free,nolabel,1,POINT (16.43213 -14.06952)
JHOMIRA,ROI_7194,20181216T085349_20181216T090312_T33KXV,0.0,cloud-free,scribble,NA,POINT (16.54018 -18.54496)
CESAR,ROI_7195,20200409T084559_20200409T091121_T33KXU,0.0,cloud-free,nolabel,1,POINT (16.59228 -19.23806)
CESAR,ROI_7198,20200613T084611_20200613T091605_T33KWS,0.0,cloud-free,nolabel,1,POINT (15.45582 -21.31009)
CESAR,ROI_7200,20190420T084601_20190420T091558_T33KWQ,0.0,cloud-free,nolabel,1,POINT (15.60461 -23.12536)
CESAR,ROI_7201,20200625T083559_20200625T085943_T33KXQ,0.0,cloud-free,nolabel,1,POINT (16.59225 -23.05463)
CESAR,ROI_7202,20200625T083559_20200625T085943_T33KWP,0.0,cloud-free,nolabel,1,POINT (15.80588 -24.11663)
CESAR,ROI_7203,20200618T084559_20200618T091514_T33KWP,0.0,cloud-free,nolabel,1,POINT (15.6494 -23.83721)
CESAR,ROI_7204,20190110T085331_20190110T090903_T33JWN,0.0,cloud-free,nolabel,1,POINT (15.44805 -24.72033)
CESAR,ROI_7206,20190323T084019_20190323T085537_T33JWM,0.0,cloud-free,nolabel,1,POINT (15.39215 -25.91279)
LISSETTE,ROI_7212,20190416T081609_20190416T084720_T34JES,0.0,cloud-free,high,NA,POINT (21.36949 -25.62209)
JHOMIRA,ROI_7213,20190908T081601_20190908T084150_T34JFS,0.0,cloud-free,scribble,NA,POINT (22.71854 -25.67429)
JHOMIRA,ROI_7214,20200422T080611_20200422T083521_T34JGT,0.0,cloud-free,scribble,NA,POINT (23.53086 -24.66824)
LISSETTE,ROI_7215,20200616T080609_20200616T082831_T35JKN,0.0,cloud-free,high,NA,POINT (24.69358 -24.72033)
JHOMIRA,ROI_7217,20190624T075611_20190624T082219_T35KMQ,0.0,cloud-free,scribble,NA,POINT (26.54939 -23.33408)
CESAR,ROI_7218,20190513T071621_20190513T074028_T37LDE,0.0,cloud-free,nolabel,1,POINT (38.5561 -14.2042)
JHOMIRA,ROI_7219,20190826T071619_20190826T073546_T37LDD,0.0,cloud-free,scribble,NA,POINT (38.55612 -14.93446)
LISSETTE,ROI_7220,20200306T072749_20200306T074450_T37LCD,0.0,cloud-free,high,NA,POINT (37.64689 -14.96443)
CESAR,ROI_7221,20200430T072621_20200430T074630_T36KZG,0.0,cloud-free,nolabel,1,POINT (36.48423 -16.87227)
CESAR,ROI_7222,20200702T073621_20200702T075535_T36KWB,0.0,cloud-free,nolabel,1,POINT (33.53276 -21.38883)
CESAR,ROI_7223,20200412T080611_20200412T082932_T35JKM,0.0,cloud-free,nolabel,1,POINT (24.65627 -25.80846)
CESAR,ROI_7224,20200220T091011_20200220T091348_T33PYM,0.0,cloud-free,nolabel,1,POINT (17.21077 10.41313)
CESAR,ROI_7225,20200116T091229_20200116T092041_T33PXL,0.0,cloud-free,nolabel,1,POINT (16.31638 9.384612)
CESAR,ROI_7226,20190104T092359_20190104T093332_T33PWL,0.0,cloud-free,nolabel,1,POINT (15.58603 9.384586)
CESAR,ROI_7227,20191130T092239_20191130T093011_T33PUK,0.0,cloud-free,nolabel,1,POINT (13.58858 8.505135)
CESAR,ROI_7233,20200215T091019_20200215T092112_T33NVA,0.0,cloud-free,nolabel,1,POINT (14.57236 0.3813788)
JHOMIRA,ROI_7236,20200112T093249_20200112T094228_T32NPG,0.0,cloud-free,scribble,NA,POINT (10.30932 1.201211)
JHOMIRA,ROI_7238,20190412T093041_20190412T094618_T32NPG,0.0,cloud-free,scribble,NA,POINT (10.16773 1.484396)
CESAR,ROI_7245,20200104T092401_20200104T093437_T32NRH,0.0,cloud-free,nolabel,1,POINT (11.99741 1.96512)
JHOMIRA,ROI_7248,20200126T091139_20200126T091912_T33NUA,0.0,cloud-free,scribble,NA,POINT (13.71156 0.6161007)
CESAR,ROI_7250,20191229T090401_20191229T091828_T33NXA,0.0,cloud-free,nolabel,1,POINT (16.3127 0.6086779)
CESAR,ROI_7251,20200128T090221_20200128T091740_T33NYA,0.0,cloud-free,nolabel,1,POINT (17.46041 0.5415666)
CESAR,ROI_7252,20200229T084809_20200229T085821_T34MCE,0.0,cloud-free,nolabel,1,POINT (19.51747 -0.2633238)
JHOMIRA,ROI_7254,20190125T085239_20190125T090911_T34MCE,0.0,cloud-free,scribble,NA,POINT (20.00379 -0.4506233)
CESAR,ROI_7255,20200115T085311_20200115T090410_T34MDE,0.0,cloud-free,nolabel,1,POINT (20.59346 -0.6583108)
CESAR,ROI_7256,20200115T085311_20200115T090410_T34MDE,0.0,cloud-free,nolabel,1,POINT (20.83199 -0.2708301)
CESAR,ROI_7257,20200115T085311_20200115T090410_T34NDF,0.0,cloud-free,nolabel,1,POINT (20.85428 0.3925164)
CESAR,ROI_7262,20190312T081731_20190312T083423_T35NPB,0.0,cloud-free,nolabel,1,POINT (28.55329 1.502968)
CESAR,ROI_7263,20200306T081811_20200306T082134_T35NPC,0.0,cloud-free,nolabel,1,POINT (28.20301 1.979965)
CESAR,ROI_7264,20200306T081811_20200306T082134_T35NPC,0.0,cloud-free,nolabel,1,POINT (28.5235 2.434702)
JHOMIRA,ROI_7265,20190210T082101_20190210T083104_T35NPD,0.0,cloud-free,scribble,NA,POINT (28.32971 2.926576)
CESAR,ROI_7266,20190210T082101_20190210T083104_T35NPD,0.0,cloud-free,nolabel,1,POINT (28.52354 3.284284)
JHOMIRA,ROI_7267,20190329T080611_20190329T082339_T35NRD,0.0,cloud-free,scribble,NA,POINT (30.05882 2.911704)
LISSETTE,ROI_7268,20190717T080611_20190717T082239_T36NUJ,0.0,cloud-free,high,NA,POINT (31.77303 2.926603)
CESAR,ROI_7269,20190204T080121_20190204T081937_T36NUG,0.0,cloud-free,nolabel,1,POINT (31.72826 1.182596)
CESAR,ROI_7270,20191231T080331_20191231T080917_T36NVG,0.0,cloud-free,nolabel,1,POINT (32.67479 1.562668)
CESAR,ROI_7271,20200120T080241_20200120T080825_T36NWG,0.0,cloud-free,nolabel,1,POINT (33.71077 1.517882)
JHOMIRA,ROI_7272,20190204T080121_20190204T080815_T36NWH,0.0,cloud-free,scribble,NA,POINT (33.66606 1.957743)
LISSETTE,ROI_7273,20191231T080331_20191231T080917_T36NVH,0.0,cloud-free,high,NA,POINT (32.77913 2.456991)
CESAR,ROI_7274,20190803T075611_20190803T080807_T36NWJ,0.0,cloud-free,nolabel,1,POINT (33.66613 3.276905)
CESAR,ROI_7275,20190922T075621_20190922T080155_T36NXH,0.0,cloud-free,nolabel,1,POINT (34.21758 1.994879)
CESAR,ROI_7276,20190321T075619_20190321T081839_T36NWF,0.0,cloud-free,nolabel,1,POINT (33.62129 0.2732579)
LISSETTE,ROI_7277,20190117T075249_20190117T080836_T36NXF,0.0,cloud-free,high,NA,POINT (34.26966 0.6011809)
CESAR,ROI_7278,20200216T075011_20200216T080428_T36MXE,0.0,cloud-free,nolabel,1,POINT (34.26231 -0.6881059)
CESAR,ROI_7279,20190201T075141_20190201T080139_T36MWC,0.0,cloud-free,nolabel,1,POINT (33.68097 -2.320323)
JHOMIRA,ROI_7280,20200211T074959_20200211T080355_T36MWC,0.0,cloud-free,scribble,NA,POINT (33.39774 -2.54389)
JHOMIRA,ROI_7281,20190407T074619_20190407T080323_T36MWB,0.0,cloud-free,scribble,NA,POINT (33.31579 -3.207326)
CESAR,ROI_7282,20191004T074749_20191004T080733_T36MXB,0.0,cloud-free,nolabel,1,POINT (34.23247 -3.319058)
JHOMIRA,ROI_7283,20200107T075311_20200107T075626_T36MXA,0.0,cloud-free,scribble,NA,POINT (34.29962 -3.90036)
CESAR,ROI_7284,20190904T074619_20190904T080047_T36MXA,0.0,cloud-free,nolabel,1,POINT (34.45609 -4.325168)
CESAR,ROI_7285,20190812T073619_20190812T075555_T36MYV,0.0,cloud-free,nolabel,1,POINT (35.51439 -4.794722)
JHOMIRA,ROI_7286,20190320T073621_20190320T075937_T36MYU,0.0,cloud-free,scribble,NA,POINT (35.4995 -5.756242)
CESAR,ROI_7287,20190611T074611_20190611T080836_T36MXU,0.0,cloud-free,nolabel,1,POINT (34.50816 -5.666671)
JHOMIRA,ROI_7288,20190723T073619_20190723T075433_T36MXS,0.0,cloud-free,scribble,NA,POINT (34.60513 -7.910141)
JHOMIRA,ROI_7289,20191021T073939_20191021T075525_T36LXR,0.0,cloud-free,scribble,NA,POINT (34.62003 -8.476473)
JHOMIRA,ROI_7290,20190711T074621_20190711T080806_T36MXT,0.0,cloud-free,scribble,NA,POINT (34.21009 -7.000761)
CESAR,ROI_7291,20190611T074611_20190611T080836_T36MWU,0.0,cloud-free,nolabel,1,POINT (33.50206 -6.270428)
LISSETTE,ROI_7292,20190626T074619_20190626T080334_T36MWU,0.0,cloud-free,high,NA,POINT (33.51704 -5.763569)
CESAR,ROI_7293,20190417T074619_20190417T081016_T36MVT,0.0,cloud-free,nolabel,1,POINT (32.82391 -6.620724)
CESAR,ROI_7294,20190216T075009_20190216T080742_T36MVS,0.0,cloud-free,nolabel,1,POINT (32.71209 -7.641762)
CESAR,ROI_7295,20191101T080051_20191101T080824_T36LUR,0.0,cloud-free,nolabel,1,POINT (31.46001 -8.871485)
CESAR,ROI_7296,20190417T074619_20190417T081016_T36LUR,0.0,cloud-free,nolabel,1,POINT (31.83264 -8.513811)
CESAR,ROI_7297,20190731T074621_20190731T080415_T36LUP,0.0,cloud-free,nolabel,1,POINT (31.92952 -10.25033)
CESAR,ROI_7298,20190201T075141_20190201T080139_T36LUP,0.0,cloud-free,nolabel,1,POINT (31.53449 -10.56344)
LISSETTE,ROI_7299,20190830T074611_20190830T080820_T36LUN,0.0,cloud-free,high,NA,POINT (31.63144 -11.26387)
CESAR,ROI_7300,20190701T074621_20190701T080914_T36LUM,0.0,cloud-free,nolabel,1,POINT (31.54937 -12.07626)
CESAR,ROI_7301,20190805T074619_20190805T080429_T36LVL,0.0,cloud-free,nolabel,1,POINT (32.42891 -13.22407)
CESAR,ROI_7302,20200511T074609_20200511T080553_T36LVL,0.0,cloud-free,nolabel,1,POINT (32.89839 -12.86632)
CESAR,ROI_7303,20190226T074859_20190226T081205_T36LWL,0.0,cloud-free,nolabel,1,POINT (33.33442 -13.33769)
JHOMIRA,ROI_7304,20200607T073619_20200607T075945_T36LYK,0.0,cloud-free,scribble,NA,POINT (35.22001 -14.14272)
JHOMIRA,ROI_7305,20200602T073621_20200602T075424_T36LYK,0.0,cloud-free,scribble,NA,POINT (35.56659 -13.80356)
JHOMIRA,ROI_7306,20190531T072629_20190531T075316_T37LBE,0.0,cloud-free,scribble,NA,POINT (36.97521 -13.86692)
CESAR,ROI_7307,20190725T072621_20190725T074328_T37LCF,0.0,cloud-free,nolabel,1,POINT (37.67581 -13.38246)
CESAR,ROI_7308,20190928T072659_20190928T075119_T37LCF,0.0,cloud-free,nolabel,1,POINT (37.52673 -13.17752)
JHOMIRA,ROI_7309,20190710T072629_20190710T074538_T37LCG,0.0,cloud-free,scribble,NA,POINT (37.62363 -12.4248)
CESAR,ROI_7310,20190710T072629_20190710T074538_T37LCG,0.0,cloud-free,nolabel,1,POINT (37.73538 -12.05963)
CESAR,ROI_7311,20190403T071621_20190403T074230_T37LEG,0.0,cloud-free,nolabel,1,POINT (39.33032 -12.46952)
CESAR,ROI_7312,20190403T071621_20190403T074230_T37LEG,0.0,cloud-free,nolabel,1,POINT (39.61352 -12.13408)
CESAR,ROI_7313,20200726T071621_20200726T074242_T37LEE,0.0,cloud-free,nolabel,1,POINT (39.64341 -13.86324)
CESAR,ROI_7314,20190423T071621_20190423T073516_T37LEE,0.0,cloud-free,nolabel,1,POINT (39.38248 -14.27311)
CESAR,ROI_7315,20191204T072249_20191204T073542_T37LED,0.0,cloud-free,nolabel,1,POINT (39.27817 -15.14511)
CESAR,ROI_7316,20191119T072211_20191119T074027_T37LED,0.0,cloud-free,nolabel,1,POINT (39.59125 -14.86189)
JHOMIRA,ROI_7317,20190314T071651_20190314T074032_T37LEC,0.0,cloud-free,scribble,NA,POINT (39.6657 -15.68916)
CESAR,ROI_7318,20190806T071629_20190806T074013_T37KDB,0.0,cloud-free,nolabel,1,POINT (38.6223 -16.80711)
CESAR,ROI_7319,20190806T071629_20190806T074013_T37LDC,0.0,cloud-free,nolabel,1,POINT (38.63716 -15.87548)
JHOMIRA,ROI_7320,20190426T072621_20190426T075456_T36KXV,0.0,cloud-free,scribble,NA,POINT (34.54548 -23.11244)
CESAR,ROI_7321,20191207T073209_20191207T074734_T36KXU,0.0,cloud-free,nolabel,1,POINT (34.50078 -23.91733)
CESAR,ROI_7323,20190613T082611_20190613T085439_T33JYG,0.0,cloud-free,nolabel,1,POINT (17.493 -30.2672)
CESAR,ROI_7324,20200401T083601_20200401T090307_T33JXH,0.0,cloud-free,nolabel,1,POINT (16.77757 -29.2834)
